year,Pass_ANY/A_adj,payment_probability,decision_year,k_value,metric_name
0.15384615384615385,5.279984681942352,40.0,4,10,Pass_ANY/A_adj
0.15384615384615385,5.648780508270583,60.0,4,10,Pass_ANY/A_adj
0.15384615384615385,6.0175763345988145,60.0,4,10,Pass_ANY/A_adj
0.15384615384615385,6.386372160927046,40.0,4,10,Pass_ANY/A_adj
0.15384615384615385,6.755167987255277,50.0,4,10,Pass_ANY/A_adj
0.15384615384615385,7.123963813583504,40.0,4,10,Pass_ANY/A_adj
0.15384615384615385,7.4927596399117355,60.0,4,10,Pass_ANY/A_adj
0.15384615384615385,7.861555466239967,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,8.230351292568198,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,8.599147118896429,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,8.96794294522466,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,9.336738771552891,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,9.705534597881119,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,10.07433042420935,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,10.443126250537581,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,10.811922076865812,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,11.180717903194044,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,11.549513729522275,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,11.918309555850506,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,12.287105382178737,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,12.655901208506968,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,13.0246970348352,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,13.39349286116343,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,13.762288687491655,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,14.131084513819886,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,14.499880340148117,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,14.868676166476348,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,15.23747199280458,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,15.60626781913281,80.0,4,10,Pass_ANY/A_adj
0.15384615384615385,15.975063645461043,80.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-20.535723161033793,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-20.166927334705562,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-19.79813150837733,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-19.4293356820491,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-19.060539855720872,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-18.69174402939264,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-18.32294820306441,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-17.95415237673618,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-17.585356550407948,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-17.216560724079716,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-16.847764897751485,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-16.478969071423258,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-16.110173245095027,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-15.741377418766795,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-15.372581592438564,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-15.003785766110333,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-14.634989939782102,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-14.266194113453873,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-13.897398287125641,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-13.528602460797412,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-13.15980663446918,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-12.79101080814095,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-12.422214981812719,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-12.053419155484487,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-11.684623329156258,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-11.315827502828027,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-10.947031676499796,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-10.578235850171566,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-10.209440023843335,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-9.840644197515104,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-9.471848371186873,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-9.103052544858643,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-8.734256718530412,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-8.365460892202181,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-7.996665065873952,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-7.627869239545721,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-7.2590734132174894,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-6.890277586889258,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-6.521481760561029,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-6.152685934232798,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-5.783890107904567,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-5.415094281576337,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-5.046298455248106,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-4.677502628919875,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-4.308706802591644,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-3.9399109762634126,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-3.5711151499351814,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-3.202319323606954,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-2.8335234972787227,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-2.4647276709504915,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-2.0959318446222603,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-1.7271360182940292,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-1.358340191965798,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-0.9895443656375669,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-0.6207485393093393,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,-0.2519527129811081,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,0.11684311334712305,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,0.4856389396753542,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,0.8544347660035854,40.0,4,10,Pass_ANY/A_adj
0.23076923076923078,1.2232305923318165,40.0,4,10,Pass_ANY/A_adj
0.23076923076923078,1.5920264186600477,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,1.9608222449882753,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,2.3296180713165064,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,2.6984138976447376,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,3.0672097239729688,40.0,4,10,Pass_ANY/A_adj
0.23076923076923078,3.4360055503012,40.0,4,10,Pass_ANY/A_adj
0.23076923076923078,3.804801376629431,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,4.173597202957662,40.0,4,10,Pass_ANY/A_adj
0.23076923076923078,4.54239302928589,30.0,4,10,Pass_ANY/A_adj
0.23076923076923078,4.911188855614121,20.0,4,10,Pass_ANY/A_adj
0.23076923076923078,5.279984681942352,40.0,4,10,Pass_ANY/A_adj
